;elapsed.time;NH3_30s.bg;DATE;TIME;FRAC_DAYS_SINCE_JAN1;FRAC_HRS_SINCE_JAN1;JULIAN_DAYS;EPOCH_TIME;ALARM_STATUS;INST_STATUS;CavityPressure;CavityTemp;DasTemp;EtalonTemp;WarmBoxTemp;species;MPVPosition;OutletValve;solenoid_valves;NH3;NH3_30s;NH3_5min;H2O;CO2;NH3_raw;NH3_dry;nh3_base_11;date.time;id;Vid;treat;NH3.corr;date.time.weather;date;time;temp;air.flow;A.frame;air.temp.K;n;flux;flux.tr;flux.time;cum.emis
58;12;17.19501195;12-10-2022;31:54.2;284.0638217;6817.53172;285.0638217;1665538314;0;899;139.9844742;44.99898529;27.46433424;45.17571259;44.99962616;2;5;45408.41436;5;385.5590953;382.8717025;383.2508575;0.995344034;185.0395591;385.5590953;385.5590953;706.8863976;12-10-2022 01:31;5;0;DFC;365.6766906;12-10-2022 02:00;12-10-2022;02:00:00;7.7;2940;0.38465;280.85;1.59E-08;0.001698724;0.001894166;0.272759909;2.101139751
59;14.4;16.81216053;12-10-2022;55:50.4;284.1637775;6819.93066;285.1637775;1665546950;0;899;139.9944743;45.00005341;28.375;45.17736054;45.00130463;2;5;45402.63559;5;343.5957087;342.3553561;340.4504406;1.05395954;176.155761;343.5957087;343.5957087;706.5869773;12-10-2022 03:55;5;0;DFC;325.5431955;12-10-2022 04:00;12-10-2022;04:00:00;8.6;2940;0.38465;281.75;1.41E-08;0.001507456;0.00160309;0.230844979;2.33198473
60;16.8;15.69404773;12-10-2022;19:46.5;284.2637326;6822.329582;285.2637326;1665555586;0;899;140.0140864;45.00102997;28.1875;45.17617035;44.99990082;2;5;45411.33477;4.635869565;283.1961799;283.5846063;282.6028432;1.013202719;205.5105377;283.1961799;283.1961799;706.1616286;12-10-2022 06:19;5;0;DFC;267.8905586;12-10-2022 06:00;12-10-2022;06:00:00;8.4;2940;0.38465;281.55;1.16E-08;0.001241372;0.001374414;0.197915613;2.529900343
61;19.2;15.00891672;12-10-2022;43:41.9;284.3636792;6824.728302;285.3636792;1665564222;0;899;140.0049736;45.00020599;29.6875;45.17507172;44.99959564;2;5;45470.81447;5;274.6173594;272.2004448;269.056637;1.100168155;160.1774846;274.6173594;274.6173594;706.2269277;12-10-2022 08:43;5;0;DFC;257.191528;12-10-2022 09:00;12-10-2022;09:00:00;10;2940;0.38465;283.15;1.11E-08;0.001185059;0.001213216;0.17470304;2.704603383
62;21.6;13.58281179;12-10-2022;07:37.4;284.4636271;6827.127051;285.4636271;1665572857;0;899;140.0090787;45.00057221;31.62601902;45.17739105;45.00234222;2;5;45544.5442;5;271.09558;272.0819897;270.1718451;1.133614361;133.874537;271.09558;271.09558;706.1223287;12-10-2022 11:07;5;0;DFC;258.4991779;12-10-2022 11:00;12-10-2022;11:00:00;12.3;2940;0.38465;285.45;1.10E-08;0.001181487;0.001183273;0.170391368;2.874994751
63;24;12.60386405;12-10-2022;31:32.8;284.5635744;6829.525786;285.5635744;1665581493;0;899;140.0068929;44.99971771;31.8125;45.17485809;44.99977875;2;5;45568.45512;5;229.5968692;229.9817369;226.0337134;1.197320347;124.2242426;229.5968692;229.5968692;706.0983343;12-10-2022 13:31;5;0;DFC;217.3778728;12-10-2022 14:00;12-10-2022;14:00:00;12.3;2940;0.38465;285.45;9.28E-09;0.00099354;0.001087514;0.156601965;3.031596716
64;26.4;11.49890892;12-10-2022;55:27.9;284.6635175;6831.924421;285.6635175;1665590128;0;899;140.0098346;44.99944305;31.375;45.17449188;44.99947357;2;5;45516.35908;5;190.4371367;190.6829975;188.98101;1.197097096;146.7514965;190.4371367;190.4371367;705.7776799;12-10-2022 15:55;5;0;DFC;179.1840886;12-10-2022 16:00;12-10-2022;16:00:00;11.9;2940;0.38465;285.05;7.66E-09;0.000820122;0.000906831;0.130583643;3.162180358
65;28.8;9.991815605;12-10-2022;19:24.6;284.7634791;6834.323499;285.7634791;1665598765;0;899;139.9985679;44.9991684;30.1875;45.17424774;44.99861908;2;5;45466.72845;5;154.3504459;154.0874403;152.9618806;1.074712322;178.0948079;154.3504459;154.3504459;705.6508466;12-10-2022 18:19;5;0;DFC;144.0956247;12-10-2022 18:00;12-10-2022;18:00:00;11.1;2940;0.38465;284.25;6.18E-09;0.000661379;0.00074075;0.106668053;3.268848412
66;31.2;9.01508367;12-10-2022;43:19.4;284.8634194;6836.722065;285.8634194;1665607399;0;899;139.9964219;45.00082049;28.1875;45.17549283;44.99916226;2;5;45347.50484;5;124.2712362;124.981118;124.1533614;0.984281352;211.0669458;124.2712362;124.2712362;705.3663527;12-10-2022 20:43;5;0;DFC;115.9660344;12-10-2022 21:00;12-10-2022;21:00:00;8.6;2940;0.38465;281.75;5.02E-09;0.000536991;0.000599185;0.086282619;3.355131031
67;33.6;8.676766811;12-10-2022;07:15.4;284.9633727;6839.120946;285.9633727;1665616035;0;899;139.99577;44.99959564;27.25;45.17641449;44.99990082;2;5;45268.3198;5;106.7559393;106.5520135;105.8687966;0.941474722;213.7821548;106.7559393;106.7559393;705.1098621;12-10-2022 23:07;5;0;DFC;97.87524672;12-10-2022 23:00;12-10-2022;23:00:00;7.6;2940;0.38465;280.75;4.25E-09;0.000454834;0.000495913;0.071411402;3.426542433
68;36;8.64905464;13-10-2022;31:10.1;285.0633115;6841.519476;286.0633115;1665624670;0;899;139.9987252;44.99979069;27.625;45.17675317;45.0000544;2;5;45256.14891;5;100.8796316;100.404606;98.6462725;0.990776106;205.454044;100.8796316;100.8796316;705.1421845;13-10-2022 01:31;5;0;DFC;91.7555514;13-10-2022 02:00;13-10-2022;02:00:00;8;2940;0.38465;281.15;3.98E-09;0.000425789;0.000440312;0.063404857;3.48994729
69;38.4;8.449861823;13-10-2022;55:06.2;285.1632657;6843.918377;286.1632657;1665633306;0;899;139.9956506;44.99925995;27.8125;45.17662811;44.99983978;2;5;45237.64827;5;91.48117167;91.97361772;90.72006797;0.998832277;211.4871226;91.48117167;91.48117167;705.1171715;13-10-2022 03:55;5;0;DFC;83.5237559;13-10-2022 04:00;13-10-2022;04:00:00;8.1;2940;0.38465;281.25;3.62E-09;0.000387452;0.00040662;0.058553312;3.548500602
70;40.8;8.307788667;13-10-2022;19:01.5;285.2632119;6846.317086;286.2632119;1665641942;0;899;139.9882449;45.00093842;27.8125;45.17662811;44.99999237;2;5;45206.40803;5;85.09496034;84.9509085;84.18378487;0.984298304;245.630323;85.09496034;85.09496034;705.0408743;13-10-2022 06:19;5;0;DFC;76.64311983;13-10-2022 06:00;13-10-2022;06:00:00;8.2;2940;0.38465;281.35;3.32E-09;0.000355407;0.000371429;0.053485837;3.601986439
71;43.2;9.162147587;13-10-2022;42:57.2;285.3631618;6848.715884;286.3631618;1665650577;0;899;139.9981982;45.00029755;29.1875;45.1780014;45.00176239;2;5;45252.02552;5;92.90544964;91.59925734;89.17541466;1.047347956;204.0993552;92.90544964;92.90544964;705.2519803;13-10-2022 08:42;5;0;DFC;82.43710975;13-10-2022 09:00;13-10-2022;09:00:00;9.4;2940;0.38465;282.55;3.56E-09;0.000380651;0.000368029;0.052996222;3.65498266
72;45.6;9.348026724;13-10-2022;06:54.5;285.463131;6851.115143;286.463131;1665659215;0;899;139.9963989;45.00118256;31.6875;45.17754364;45.00237274;2;5;45343.57031;5;104.1111196;105.0528593;101.8132434;1.194735911;216.6499822;104.1111196;104.1111196;705.3100721;13-10-2022 11:06;5;0;DFC;95.70483262;13-10-2022 11:00;13-10-2022;11:00:00;11.9;2940;0.38465;285.05;4.09E-09;0.000438039;0.000409345;0.058945712;3.713928373
73;48;9.793062537;13-10-2022;30:48.5;285.5630614;6853.513473;286.5630614;1665667849;0;899;139.9946069;45.00017548;32.0625;45.17446137;44.99944305;2;5;45352.29947;5;91.09807353;91.23658289;89.77228289;1.176611175;205.2501491;91.09807353;91.09807353;705.3197119;13-10-2022 13:30;5;0;DFC;81.44352035;13-10-2022 14:00;13-10-2022;14:00:00;12.7;2940;0.38465;285.85;3.47E-09;0.000371722;0.000404881;0.058302799;3.772231172
74;50.4;8.362863237;13-10-2022;54:44.0;285.6630095;6855.912228;286.6630095;1665676484;0;899;140.0023203;45.00008392;31.5625;45.17427826;44.99877167;2;5;45344.8581;5;76.65789103;77.58563506;77.37564984;1.242967699;187.7729627;76.65789103;76.65789103;705.3285495;13-10-2022 15:54;5;0;DFC;69.22277182;13-10-2022 16:00;13-10-2022;16:00:00;11.6;2940;0.38465;284.75;2.96E-09;0.000317165;0.000344444;0.049599868;3.82183104
75;52.8;8.230264678;13-10-2022;18:39.3;285.7629551;6858.310923;286.7629551;1665685119;0;899;139.9966161;45.00044151;30.4375;45.17516775;44.99947357;2;5;45268.19453;5;71.6291009;71.00856759;70.97166283;1.213662862;216.3993411;71.6291009;71.6291009;705.1964613;13-10-2022 18:18;5;0;DFC;62.77830291;13-10-2022 18:00;13-10-2022;18:00:00;10.9;2940;0.38465;284.05;2.69E-09;0.000288347;0.000302756;0.043596832;3.865427872
76;55.2;8.30532611;13-10-2022;42:35.6;285.8629115;6860.709876;286.8629115;1665693756;0;899;140.0003286;45.00078583;30.9375;45.17662811;45.00124359;2;5;45304.15808;5;68.51588818;68.15275229;66.78275144;1.234352445;212.2937121;68.51588818;68.51588818;705.0937872;13-10-2022 20:42;5;0;DFC;59.84742618;13-10-2022 21:00;13-10-2022;21:00:00;11;2940;0.38465;284.15;2.57E-09;0.000274788;0.000281567;0.040545691;3.905973563
77;57.6;7.606569669;13-10-2022;06:31.1;285.9628599;6863.108639;286.9628599;1665702391;0;899;139.9939317;45.00029755;30.90896739;45.17601776;45.00054169;2;5;45287.48658;5;61.6118253;62.2105463;62.584922;1.144489584;239.2743053;61.6118253;61.6118253;705.0600374;13-10-2022 23:06;5;0;DFC;54.60397663;13-10-2022 23:00;13-10-2022;23:00:00;10.1;2940;0.38465;283.25;2.35E-09;0.000251509;0.000263149;0.03789342;3.943866983
78;60;6.599458245;14-10-2022;30:25.8;286.0627983;6865.507158;287.0627983;1665711026;0;899;139.9979989;45.00048065;31.125;45.17464447;44.99925995;2;5;45297.60437;5;56.3535906;56.20125468;55.07797027;1.138670806;255.9557558;56.3535906;56.3535906;704.9693983;14-10-2022 01:30;5;0;DFC;49.60179643;14-10-2022 02:00;14-10-2022;02:00:00;9.6;2940;0.38465;282.75;2.14E-09;0.000228873;0.000240191;0.034587547;3.97845453
79;0;15.70318022;11-10-2022;40:18.1;283.5696538;6805.671691;284.5696538;1665495618;0;899;139.9810944;44.99855804;30.0625;45.17165375;44.99697113;2;6;45550.16406;6;849.1428213;861.5777212;795.2148199;1.04719132;137.113299;849.1428213;849.1428213;709.6427088;11-10-2022 13:40;6;V6;DFC;845.8745409;11-10-2022 14:00;11-10-2022;14:00:00;11.1;2940;0.38465;284.25;3.63E-08;0.003882446;0;0;0
80;2.4;18.71838577;11-10-2022;04:12.8;283.6695921;6808.07021;284.6695921;1665504253;0;899;139.998152;45.00081635;29.625;45.17559052;45.00084686;2;6;45499.4037;6;771.4010763;768.181396;765.9396294;1.084639457;135.1980938;771.4010763;771.4010763;709.2032896;11-10-2022 16:04;6;0;DFC;749.4630102;11-10-2022 16:00;11-10-2022;16:00:00;10.2;2940;0.38465;283.35;3.22E-08;0.003450857;0.003666652;0.527997861;0.527997861
81;4.8;17.80148143;11-10-2022;28:08.7;283.7695452;6810.469086;284.7695452;1665512889;0;899;140.0045622;45.00032806;28.75;45.17540741;44.99999237;2;6;45426.0183;6;607.376864;606.3501178;604.8263301;1.039364676;134.1352985;607.376864;607.376864;708.1905273;11-10-2022 18:28;6;0;DFC;588.5486363;11-10-2022 18:00;11-10-2022;18:00:00;9.7;2940;0.38465;282.85;2.54E-08;0.002714727;0.003082792;0.443922063;0.971919925
82;7.2;19.34360083;11-10-2022;52:02.9;283.8694785;6812.867484;284.8694785;1665521523;0;899;140.0026646;44.99962616;28.4375;45.17623138;45.00060272;2;6;45438.6665;6;506.3417221;507.3749766;502.2439662;1.086217135;133.2243504;506.3417221;506.3417221;707.7115199;11-10-2022 20:52;6;0;DFC;488.0313758;11-10-2022 21:00;11-10-2022;21:00:00;9;2940;0.38465;282.15;2.11E-08;0.002256668;0.002485698;0.35794045;1.329860374
83;9.59;23.2362223;11-10-2022;15:58.4;283.9694264;6815.266234;284.9694264;1665530158;0;899;140.012617;44.99913788;27.9375;45.17632294;45.00014496;2;6;45469.92663;6;416.3298488;416.8344929;415.7605253;1.051308166;163.4983491;416.3298488;416.3298488;707.2858084;11-10-2022 23:15;6;0;DFC;393.5982706;11-10-2022 23:00;11-10-2022;23:00:00;8.1;2940;0.38465;281.25;1.71E-08;0.001825831;0.00204125;0.293939955;1.623800329
84;12;17.19501195;12-10-2022;39:53.9;284.0693741;6817.664979;285.0693741;1665538794;0;899;140.0033317;44.99931269;27.4375;45.17573713;44.99944305;2;6;45441.99563;6;331.2880731;330.7588045;331.4474328;1.001226591;167.757172;331.2880731;331.2880731;706.3828134;12-10-2022 01:39;6;0;DFC;313.5637925;12-10-2022 02:00;12-10-2022;02:00:00;7.7;2940;0.38465;280.85;1.36E-08;0.001456637;0.001641234;0.236337751;1.86013808
85;14.4;16.81216053;12-10-2022;03:50.3;284.1693326;6820.063983;285.1693326;1665547430;0;899;139.9884338;45.00075531;28.4375;45.17598724;44.99977875;2;6;45463.80078;6;295.2654886;294.9438218;297.6710366;1.054203187;169.6951407;295.2654886;295.2654886;706.4548493;12-10-2022 04:03;6;0;DFC;278.1316612;12-10-2022 04:00;12-10-2022;04:00:00;8.6;2940;0.38465;281.75;1.20E-08;0.001287913;0.001372275;0.197607628;2.057745709
86;16.8;15.69404773;12-10-2022;27:45.4;284.2692754;6822.46261;285.2692754;1665556065;0;899;139.9907647;45.00023651;28.21501359;45.17571259;44.99953461;2;6;45442.76762;6;245.14293;244.6405861;246.3406902;1.01027719;190.0021643;245.14293;245.14293;705.9343293;12-10-2022 06:27;6;0;DFC;228.9465383;12-10-2022 06:00;12-10-2022;06:00:00;8.4;2940;0.38465;281.55;9.91E-09;0.00106091;0.001174411;0.169115251;2.22686096
87;19.2;15.00891672;12-10-2022;51:41.7;284.369233;6824.861593;285.369233;1665564702;0;899;139.9998219;44.99990082;29.6875;45.17632294;45.00075531;2;6;45487.03023;6;236.211285;237.7635006;236.8029164;1.12293323;134.7612454;236.211285;236.211285;706.0767593;12-10-2022 08:51;6;0;DFC;222.7545839;12-10-2022 09:00;12-10-2022;09:00:00;10;2940;0.38465;283.15;9.59E-09;0.001026384;0.001043647;0.150285204;2.377146164
88;21.6;13.58281179;12-10-2022;15:37.6;284.4691848;6827.260434;285.4691848;1665573338;0;899;139.9914551;45.00157929;31.75;45.17525482;45.00041962;2;6;45575.71875;6;221.7061018;220.6853014;220.526126;1.138433633;139.3837322;221.7061018;221.7061018;705.9346918;12-10-2022 11:15;6;0;DFC;207.1024896;12-10-2022 11:00;12-10-2022;11:00:00;12.3;2940;0.38465;285.45;8.84E-09;0.000946576;0.00098648;0.142053121;2.519199284
89;24;12.60386405;12-10-2022;39:32.1;284.5691213;6829.658911;285.5691213;1665581972;0;899;140.0068863;45.00011444;31.93512228;45.17577362;45.00102997;2;6;45603.6682;6;194.6988239;193.0966112;192.7706976;1.196417642;135.3541563;194.6988239;194.6988239;705.870387;12-10-2022 13:39;6;0;DFC;180.4927472;12-10-2022 14:00;12-10-2022;14:00:00;12.3;2940;0.38465;285.45;7.71E-09;0.000824954;0.000885765;0.127550122;2.646749406
90;26.4;11.49890892;12-10-2022;03:28.1;284.6690751;6832.057801;285.6690751;1665590608;0;899;140.0034875;45.00011444;31.375;45.17470551;44.99962616;2;6;45549.99287;6;158.7723532;159.8518537;160.090438;1.189012576;145.6119431;158.7723532;158.7723532;705.5993908;12-10-2022 16:03;6;0;DFC;148.3529448;12-10-2022 16:00;12-10-2022;16:00:00;11.9;2940;0.38465;285.05;6.34E-09;0.000679008;0.000751981;0.108285286;2.755034692
91;28.8;9.991815605;12-10-2022;27:23.3;284.7690195;6834.456467;285.7690195;1665599243;0;899;140.0061378;44.99974823;30.125;45.17433929;44.99892426;2;6;45489.91368;6;131.5619932;131.6793771;132.3627971;1.070757816;182.8015905;131.5619932;131.5619932;705.3782888;12-10-2022 18:27;6;0;DFC;121.6875615;12-10-2022 18:00;12-10-2022;18:00:00;11.1;2940;0.38465;284.25;5.22E-09;0.000558529;0.000618769;0.089102689;2.844137381
92;31.2;9.01508367;12-10-2022;51:19.2;284.8689724;6836.855337;285.8689724;1665607879;0;899;139.9954987;45.00060272;28.125;45.17568207;44.99944305;2;6;45371.56641;6;105.5689612;105.3507707;105.6756333;0.978534746;195.3516694;105.5689612;105.5689612;705.2030128;12-10-2022 20:51;6;0;DFC;96.33568701;12-10-2022 21:00;12-10-2022;21:00:00;8.6;2940;0.38465;281.75;4.17E-09;0.000446091;0.00050231;0.072332624;2.916470005
93;33.6;8.676766811;12-10-2022;15:14.9;284.9689221;6839.254129;285.9689221;1665616515;0;899;140.0091553;44.99932098;27.1875;45.17592621;44.99938202;2;6;45304.125;6;92.43185358;92.07089703;90.78481802;0.940741301;219.8618888;92.43185358;92.43185358;704.9898915;12-10-2022 23:15;6;0;DFC;83.39413022;12-10-2022 23:00;12-10-2022;23:00:00;7.6;2940;0.38465;280.75;3.62E-09;0.000387539;0.000416815;0.060021365;2.97649137
94;36;8.64905464;13-10-2022;39:10.0;285.068866;6841.652783;286.068866;1665625150;0;899;140.00431;44.99999867;27.63451087;45.1770615;45.00011842;2;6;45277.20423;6;85.1555868;85.05157382;86.1114148;0.987299018;240.8326465;85.1555868;85.1555868;705.1619249;13-10-2022 01:39;6;0;DFC;76.40251918;13-10-2022 02:00;13-10-2022;02:00:00;8;2940;0.38465;281.15;3.31E-09;0.000354544;0.000371041;0.053429963;3.029921333
95;38.4;8.449861823;13-10-2022;03:06.6;285.1688266;6844.051838;286.1688266;1665633787;0;899;140.0087433;44.9991684;27.75;45.17641449;45.00020599;2;6;45269.06641;6;77.42545831;77.65084243;77.43981647;0.989289986;232.3113753;77.42545831;77.42545831;704.9745597;13-10-2022 04:03;6;0;DFC;69.2009806;13-10-2022 04:00;13-10-2022;04:00:00;8.1;2940;0.38465;281.25;3.00E-09;0.000321011;0.000337777;0.048639917;3.07856125
96;40.8;8.307788667;13-10-2022;27:01.7;285.2687696;6846.45047;286.2687696;1665642422;0;899;139.9976307;44.99886322;27.8125;45.17662811;44.99993134;2;6;45239.6609;6;74.72993797;74.89762951;74.62175616;0.990627776;233.7958457;74.72993797;74.72993797;705.1340558;13-10-2022 06:27;6;0;DFC;66.58984084;13-10-2022 06:00;13-10-2022;06:00:00;8.2;2940;0.38465;281.35;2.88E-09;0.000308788;0.0003149;0.04534555;3.1239068
97;43.2;9.162147587;13-10-2022;50:56.4;285.3687084;6848.849002;286.3687084;1665651056;0;899;140.0063447;45.00041962;29.37228261;45.17766571;45.00151825;2;6;45293.88651;6;78.92156501;78.30844021;78.49993637;1.051339143;237.7091115;78.92156501;78.92156501;705.2522856;13-10-2022 08:50;6;0;DFC;69.14629262;13-10-2022 09:00;13-10-2022;09:00:00;9.4;2940;0.38465;282.55;2.98E-09;0.000319281;0.000314035;0.045221028;3.169127828
98;45.6;9.348026724;13-10-2022;14:53.0;285.4686691;6851.248059;286.4686691;1665659693;0;899;140.0040131;45.00099945;31.9375;45.17736054;45.00206757;2;6;45393.65625;6;88.1060553;88.07129941;88.60376784;1.195564887;204.7135192;88.1060553;88.1060553;705.2198463;13-10-2022 11:14;6;0;DFC;78.72327268;13-10-2022 11:00;13-10-2022;11:00:00;11.9;2940;0.38465;285.05;3.37E-09;0.000360315;0.000339798;0.048930924;3.218058752
99;48;9.793062537;13-10-2022;38:49.0;285.5686224;6853.646938;286.5686224;1665668329;0;899;139.9984648;45.00130463;32.125;45.17556;45.00045013;2;6;45380.81114;6;80.11736756;80.96409845;80.26845017;1.166038051;219.7665353;80.11736756;80.11736756;705.3061853;13-10-2022 13:38;6;0;DFC;71.17103591;13-10-2022 14:00;13-10-2022;14:00:00;12.7;2940;0.38465;285.85;3.03E-09;0.000324837;0.000342576;0.049330907;3.267389659
100;50.4;8.362863237;13-10-2022;02:44.1;285.6685655;6856.045572;286.6685655;1665676964;0;899;139.9964452;44.99849701;31.3125;45.17397308;44.9986496;2;6;45357.4913;6;68.11644049;67.92000229;68.45557926;1.217053765;223.8695766;68.11644049;68.11644049;705.0052335;13-10-2022 16:02;6;0;DFC;59.55713905;13-10-2022 16:00;13-10-2022;16:00:00;11.6;2940;0.38465;284.75;2.55E-09;0.000272879;0.000298858;0.043035529;3.310425188
101;52.8;8.230264678;13-10-2022;26:38.6;285.7685023;6858.444054;286.7685023;1665685599;0;899;139.996836;44.9996872;30.4375;45.17537689;44.99974823;2;6;45283.87555;6;64.12634417;64.2410874;63.94683188;1.210480908;262.4999004;64.12634417;64.12634417;705.0440239;13-10-2022 18:26;6;0;DFC;56.01082272;13-10-2022 18:00;13-10-2022;18:00:00;10.9;2940;0.38465;284.05;2.40E-09;0.000257263;0.000265071;0.038170215;3.348595403
102;55.2;8.30532611;13-10-2022;50:34.7;285.8684572;6860.842972;286.8684572;1665694235;0;899;139.9997824;44.99941917;31;45.17628313;45.00082961;2;6;45336.80333;6;62.57624633;62.44990325;62.15309831;1.241524565;218.107866;62.57624633;62.57624633;705.0369778;13-10-2022 20:50;6;0;DFC;54.14457714;13-10-2022 21:00;13-10-2022;21:00:00;11;2940;0.38465;284.15;2.32E-09;0.000248604;0.000252933;0.036422383;3.385017787
103;57.6;7.606569669;13-10-2022;14:30.2;285.9684051;6863.241723;286.9684051;1665702870;0;899;139.9975349;45.00047866;31.0625;45.17617035;45.00061267;2;6;45306.03494;6;50.83618617;50.38181215;51.78748458;1.156007265;212.388426;50.83618617;50.83618617;705.0219717;13-10-2022 23:14;6;0;DFC;42.77524249;13-10-2022 23:00;13-10-2022;23:00:00;10.1;2940;0.38465;283.25;1.84E-09;0.000197026;0.000222815;0.032085295;3.417103081
104;60;6.599458245;14-10-2022;38:24.9;286.0683436;6865.640247;287.0683436;1665711505;0;899;139.9817798;44.99975337;31.0625;45.1743582;44.99901581;2;6;45329.68013;6;51.52681446;51.95855792;52.53344696;1.134324593;257.3299321;51.52681446;51.52681446;704.850594;14-10-2022 01:38;6;0;DFC;45.35909968;14-10-2022 02:00;14-10-2022;02:00:00;9.6;2940;0.38465;282.75;1.95E-09;0.000209296;0.000203161;0.029255182;3.446358264
105;0;17.10255914;11-10-2022;48:17.1;283.5751976;6805.804741;284.5751976;1665496097;0;899;140.0008075;44.99800873;29.875;45.1733017;44.99877167;2;7;45602.0453;7;267.0316817;258.7162031;175.0119858;1.056052852;184.0156747;267.0316817;267.0316817;705.9662246;11-10-2022 13:48;7;V7;WT;241.613644;11-10-2022 14:00;11-10-2022;14:00:00;11.1;1992;0.197482;284.25;1.04E-08;0.001463529;0;0;0
106;2.4;40.45157763;11-10-2022;12:11.9;283.6751375;6808.2033;284.6751375;1665504732;0;899;139.9942607;44.9996872;29.6875;45.17540741;45.00045013;2;7;45553.92587;7;706.285452;705.6747383;695.2001971;1.094096121;116.4708808;706.285452;706.285452;708.4699253;11-10-2022 16:12;7;0;WT;665.2231607;11-10-2022 16:00;11-10-2022;16:00:00;10.2;1992;0.197482;283.35;2.86E-08;0.004042261;0.002752895;0.396416857;0.396416857
107;4.8;31.85987888;11-10-2022;36:07.8;283.7750901;6810.602163;284.7750901;1665513368;0;899;139.9979096;44.99898529;28.75;45.17556;45.00005341;2;7;45483.19531;7;590.5537186;590.6148606;590.889131;1.032160314;159.5116476;590.5537186;590.5537186;707.8640721;11-10-2022 18:36;7;0;WT;558.7549817;11-10-2022 19:00;11-10-2022;19:00:00;9.3;1992;0.197482;282.45;2.41E-08;0.003406121;0.003724191;0.5362835;0.932700357
108;7.2;26.29258799;11-10-2022;00:03.1;283.8750357;6813.000856;284.8750357;1665522003;0;899;139.9956878;44.99925995;28.4375;45.17571259;44.99990082;2;7;45496.27223;7;501.2121779;499.4573772;494.6280947;1.066634669;157.0467212;501.2121779;501.2121779;707.5303368;11-10-2022 21:00;7;0;WT;473.1647892;11-10-2022 21:00;11-10-2022;21:00:00;9;1992;0.197482;282.15;2.04E-08;0.002887437;0.003146779;0.453136195;1.385836552
109;9.59;47.59656311;11-10-2022;23:58.2;283.9749793;6815.399503;284.9749793;1665530638;0;899;139.9880066;44.99938202;27.9375;45.17617035;44.99990082;2;7;45529.17154;7;437.9967239;437.0082547;435.4438898;1.038744815;146.7367891;437.9967239;437.9967239;707.0748749;11-10-2022 23:23;7;0;WT;389.4116916;11-10-2022 23:00;11-10-2022;23:00:00;8.1;1992;0.197482;281.25;1.69E-08;0.002383947;0.002635692;0.379539712;1.765376264
110;12;43.95542652;12-10-2022;47:53.6;284.0749257;6817.798217;285.0749257;1665539274;0;899;140.0082849;44.99922943;27.375;45.17559052;44.99932098;2;7;45478.75828;7;365.8004887;366.1689992;368.0303513;0.97962102;180.0266134;365.8004887;365.8004887;706.6386545;12-10-2022 01:47;7;0;WT;322.2135727;12-10-2022 02:00;12-10-2022;02:00:00;7.7;1992;0.197482;280.85;1.40E-08;0.001975375;0.002179661;0.313871238;2.079247502
111;14.4;48.52318502;12-10-2022;11:50.0;284.1748847;6820.197232;285.1748847;1665547910;0;899;140.0003556;44.99971075;28.4375;45.17614315;45.00006037;2;7;45506.17655;7;361.6508736;361.7240216;363.656048;1.048981802;173.6233798;361.6508736;361.6508736;706.7306206;12-10-2022 04:11;7;0;WT;313.2008366;12-10-2022 04:00;12-10-2022;04:00:00;8.6;1992;0.197482;281.75;1.35E-08;0.001913988;0.001944682;0.280034158;2.35928166
112;16.8;46.74020605;12-10-2022;35:45.9;284.2748365;6822.596075;285.2748365;1665556546;0;899;140.0066431;45.00154877;28.1875;45.17540741;44.99907684;2;7;45511.32086;7.076086957;310.8211469;311.4495307;310.0676568;1.017650166;173.3658378;310.8211469;310.8211469;706.3618388;12-10-2022 06:35;7;0;WT;264.7093247;12-10-2022 07:00;12-10-2022;07:00:00;8.4;1992;0.197482;281.55;1.15E-08;0.001618803;0.001766395;0.254360932;2.613642592
113;19.2;35.58776277;12-10-2022;59:41.9;284.37479;6824.99496;285.37479;1665565182;0;899;139.9939589;44.99977875;29.75203804;45.17662811;45.00121307;2;7;45557.56186;7;313.4497758;314.3357883;318.5811559;1.144381809;110.0915019;313.4497758;313.4497758;706.309018;12-10-2022 08:59;7;0;WT;278.7480255;12-10-2022 09:00;12-10-2022;09:00:00;10;1992;0.197482;283.15;1.20E-08;0.001695022;0.001656913;0.238595413;2.852238005
114;21.6;27.16129771;12-10-2022;23:36.7;284.4747299;6827.393518;285.4747299;1665573817;0;899;139.9940225;44.99999237;31.75;45.17470551;44.99990082;2;7;45657.49104;7;288.2807175;288.7307094;294.4576383;1.172489023;125.7711274;288.2807175;288.2807175;706.3654722;12-10-2022 11:23;7;0;WT;261.5694117;12-10-2022 11:00;12-10-2022;11:00:00;12.3;1992;0.197482;285.45;1.12E-08;0.001577746;0.001636384;0.235639339;3.087877344
115;24;24.53407754;12-10-2022;47:32.2;284.5746787;6829.792289;285.5746787;1665582452;0;899;140.0100479;45.00020599;31.9375;45.17577362;45.00093842;2;7;45663.56484;7;265.1954396;265.1471796;264.0664767;1.226328329;123.2619047;265.1954396;265.1954396;706.2530806;12-10-2022 13:47;7;0;WT;240.6131021;12-10-2022 14:00;12-10-2022;14:00:00;12.3;1992;0.197482;285.45;1.03E-08;0.001451341;0.001514544;0.21809427;3.305971613
